reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/29-2900132/2011,06/06/2011,346.0,11/07/2011,02/07/2011,623.0,10/08/2011,04/08/2011,1150.0,10/09/2011,06/09/2011,1649.0,15/10/2011,13/10/2011,2176.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900133/2011,06/06/2011,347.0,11/07/2011,08/07/2011,805.0,10/08/2011,12/08/2011,1448.0,10/09/2011,07/09/2011,1724.0,15/10/2011,28/09/2011,2060.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900134/2011,06/06/2011,348.0,11/07/2011,18/07/2011,1069.0,10/08/2011,02/09/2011,1590.0,10/09/2011,23/09/2011,2047.0,15/10/2011,13/12/2011,2511.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2700236/2011,07/06/2011,355.0,10/06/2011,07/06/2011,356.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700234/2011,07/06/2011,357.0,10/06/2011,07/06/2011,358.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700350/2011,07/06/2011,359.0,10/06/2011,07/06/2011,360.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900135/2011,08/06/2011,365.0,11/07/2011,09/07/2011,834.0,10/08/2011,06/08/2011,1202.0,10/09/2011,08/09/2011,1739.0,15/10/2011,13/10/2011,2188.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900136/2011,08/06/2011,366.0,11/07/2011,21/07/2011,1083.0,10/08/2011,17/08/2011,1512.0,10/09/2011,09/09/2011,1806.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900137/2011,08/06/2011,367.0,11/07/2011,18/07/2011,1063.0,10/08/2011,17/08/2011,1498.0,10/09/2011,16/09/2011,1991.0,15/10/2011,08/11/2011,2485.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900138/2011,08/06/2011,369.0,11/07/2011,11/07/2011,917.0,10/08/2011,10/08/2011,1329.0,10/09/2011,10/09/2011,1819.0,15/10/2011,22/10/2011,2432.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900139/2011,08/06/2011,372.0,11/07/2011,08/07/2011,807.0,10/08/2011,05/08/2011,1193.0,10/09/2011,10/09/2011,1909.0,15/10/2011,12/10/2011,2158.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900140/2011,08/06/2011,373.0,11/07/2011,08/07/2011,799.0,10/08/2011,12/08/2011,1453.0,10/09/2011,10/09/2011,1910.0,15/10/2011,15/10/2011,2325.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900141/2011,08/06/2011,378.0,11/07/2011,06/07/2011,718.0,10/08/2011,05/08/2011,1188.0,10/09/2011,09/09/2011,1810.0,15/10/2011,12/10/2011,2163.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700157/2011,09/06/2011,384.0,10/06/2011,09/06/2011,385.0,11/07/2011,13/07/2011,1006.0,10/08/2011,18/08/2011,1521.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900142/2011,09/06/2011,386.0,11/07/2011,09/07/2011,822.0,10/08/2011,09/08/2011,1240.0,10/09/2011,08/09/2011,1731.0,15/10/2011,15/10/2011,2278.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900143/2011,09/06/2011,387.0,11/07/2011,16/07/2011,1043.0,10/08/2011,18/08/2011,1515.0,10/09/2011,17/09/2011,2004.0,15/10/2011,18/10/2011,2368.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900144/2011,09/06/2011,388.0,11/07/2011,14/07/2011,1017.0,10/08/2011,16/08/2011,1477.0,10/09/2011,08/09/2011,1736.0,15/10/2011,15/10/2011,2288.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900145/2011,09/06/2011,389.0,11/07/2011,07/07/2011,736.0,10/08/2011,04/08/2011,1153.0,10/09/2011,13/09/2011,1938.0,15/10/2011,13/10/2011,2186.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900146/2011,09/06/2011,390.0,11/07/2011,09/07/2011,835.0,10/08/2011,13/08/2011,1458.0,10/09/2011,13/09/2011,1940.0,15/10/2011,13/10/2011,2191.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900147/2011,10/06/2011,402.0,11/07/2011,11/07/2011,943.0,10/08/2011,12/08/2011,1428.0,10/09/2011,09/09/2011,1797.0,15/10/2011,14/10/2011,2265.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900148/2011,10/06/2011,403.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700305/2011,10/06/2011,404.0,10/06/2011,10/06/2011,405.0,11/07/2011,15/07/2011,1032.0,10/08/2011,27/08/2011,1571.0,10/09/2011,10/09/2011,1842.0,15/10/2011,20/10/2011,2420.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900149/2011,10/06/2011,409.0,11/07/2011,11/07/2011,909.0,10/08/2011,10/08/2011,1333.0,10/09/2011,14/09/2011,1967.0,15/10/2011,12/10/2011,2128.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900150/2011,10/06/2011,410.0,11/07/2011,11/07/2011,910.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900151/2011,10/06/2011,411.0,11/07/2011,08/07/2011,803.0,10/08/2011,12/08/2011,1440.0,10/09/2011,09/09/2011,1805.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700188/2011,10/06/2011,412.0,10/06/2011,10/06/2011,413.0,11/07/2011,06/07/2011,708.0,10/08/2011,03/08/2011,1140.0,10/09/2011,12/09/2011,1918.0,15/10/2011,14/10/2011,2259.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900152/2011,10/06/2011,414.0,11/07/2011,23/07/2011,1091.0,10/08/2011,13/08/2011,1459.0,10/09/2011,06/09/2011,1656.0,15/10/2011,18/10/2011,2370.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900153/2011,10/06/2011,415.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900154/2011,10/06/2011,416.0,11/07/2011,09/07/2011,836.0,10/08/2011,06/08/2011,1200.0,10/09/2011,06/09/2011,1655.0,15/10/2011,18/10/2011,2371.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900155/2011,10/06/2011,417.0,11/07/2011,08/07/2011,809.0,10/08/2011,12/08/2011,1439.0,10/09/2011,24/09/2011,2048.0,15/10/2011,16/11/2011,2501.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700101/2011,10/06/2011,428.0,10/06/2011,05/07/2011,684.0,11/07/2011,06/08/2011,1230.0,10/08/2011,06/08/2011,1230.0,10/09/2011,13/10/2011,2219.0,15/10/2011,13/10/2011,2219.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2400008/2011,11/06/2011,429.0,10/06/2011,11/06/2011,430.0,11/07/2011,09/07/2011,828.0,10/08/2011,06/08/2011,1195.0,10/09/2011,06/09/2011,1643.0,15/10/2011,01/10/2011,2088.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900156/2011,11/06/2011,433.0,11/07/2011,06/07/2011,712.0,10/08/2011,12/09/2011,1924.0,10/09/2011,12/09/2011,1924.0,15/10/2011,12/12/2011,2508.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900157/2011,11/06/2011,434.0,11/07/2011,08/07/2011,813.0,10/08/2011,12/08/2011,1446.0,10/09/2011,09/09/2011,1816.0,15/10/2011,15/10/2011,2334.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900158/2011,11/06/2011,439.0,11/07/2011,09/07/2011,825.0,10/08/2011,09/08/2011,1243.0,10/09/2011,10/09/2011,1818.0,15/10/2011,15/10/2011,2282.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700240/2011,11/06/2011,441.0,10/06/2011,11/06/2011,442.0,11/07/2011,19/07/2011,1076.0,10/08/2011,16/08/2011,1491.0,10/09/2011,17/09/2011,2014.0,15/10/2011,29/10/2011,2461.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900159/2011,11/06/2011,443.0,11/07/2011,06/07/2011,704.0,10/08/2011,05/08/2011,1177.0,10/09/2011,10/09/2011,1848.0,15/10/2011,12/10/2011,2139.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900160/2011,11/06/2011,444.0,11/07/2011,16/07/2011,1061.0,10/08/2011,10/08/2011,1344.0,10/09/2011,10/09/2011,1898.0,15/10/2011,18/10/2011,2380.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900161/2011,13/06/2011,446.0,11/07/2011,02/07/2011,637.0,10/08/2011,06/08/2011,1231.0,10/09/2011,03/09/2011,1609.0,15/10/2011,12/11/2011,2494.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900162/2011,13/06/2011,449.0,11/07/2011,11/07/2011,930.0,10/08/2011,17/08/2011,1501.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900163/2011,13/06/2011,450.0,11/07/2011,12/08/2011,1444.0,10/08/2011,22/08/2011,1553.0,10/09/2011,05/09/2011,1636.0,15/10/2011,24/10/2011,2453.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900164/2011,13/06/2011,451.0,11/07/2011,07/07/2011,734.0,10/08/2011,09/08/2011,1252.0,10/09/2011,06/09/2011,1653.0,15/10/2011,13/10/2011,2177.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900165/2011,14/06/2011,458.0,11/07/2011,02/07/2011,624.0,10/08/2011,06/08/2011,1194.0,10/09/2011,03/09/2011,1596.0,15/10/2011,01/10/2011,2089.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700285/2011,14/06/2011,459.0,10/06/2011,14/06/2011,460.0,11/07/2011,12/07/2011,964.0,10/08/2011,11/08/2011,1371.0,10/09/2011,08/09/2011,1738.0,15/10/2011,18/10/2011,2367.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700231/2011,14/06/2011,461.0,10/06/2011,14/06/2011,462.0,11/07/2011,12/07/2011,962.0,10/08/2011,09/08/2011,1251.0,10/09/2011,10/09/2011,1828.0,15/10/2011,22/10/2011,2434.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900166/2011,14/06/2011,463.0,11/07/2011,14/06/2011,464.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700235/2011,14/06/2011,465.0,10/06/2011,14/06/2011,466.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900167/2011,14/06/2011,467.0,11/07/2011,06/07/2011,716.0,10/08/2011,10/08/2011,1363.0,10/09/2011,09/09/2011,1795.0,15/10/2011,12/10/2011,2152.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2500108/2011,14/06/2011,473.0,10/06/2011,14/06/2011,474.0,11/07/2011,04/08/2011,1169.0,10/08/2011,04/08/2011,1169.0,10/09/2011,06/09/2011,1691.0,15/10/2011,18/11/2011,2503.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900168/2011,15/06/2011,475.0,11/07/2011,09/07/2011,903.0,10/08/2011,04/08/2011,1164.0,10/09/2011,08/09/2011,1763.0,15/10/2011,20/10/2011,2424.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900169/2011,15/06/2011,476.0,11/07/2011,07/07/2011,757.0,10/08/2011,04/08/2011,1166.0,10/09/2011,08/09/2011,1762.0,15/10/2011,15/10/2011,2337.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900170/2011,15/06/2011,477.0,11/07/2011,07/07/2011,758.0,10/08/2011,04/08/2011,1165.0,10/09/2011,06/09/2011,1693.0,15/10/2011,15/10/2011,2339.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900171/2011,15/06/2011,478.0,11/07/2011,12/07/2011,977.0,10/08/2011,04/08/2011,1159.0,10/09/2011,06/09/2011,1672.0,15/10/2011,15/10/2011,2309.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900172/2011,15/06/2011,479.0,11/07/2011,11/07/2011,950.0,10/08/2011,12/08/2011,1430.0,10/09/2011,12/09/2011,1927.0,15/10/2011,12/10/2011,2147.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900173/2011,15/06/2011,480.0,11/07/2011,11/07/2011,951.0,10/08/2011,12/08/2011,1431.0,10/09/2011,20/09/2011,2031.0,15/10/2011,12/10/2011,2148.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900174/2011,15/06/2011,481.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700242/2011,15/06/2011,482.0,10/06/2011,15/06/2011,483.0,11/07/2011,13/07/2011,992.0,10/08/2011,05/08/2011,1178.0,10/09/2011,07/09/2011,1714.0,15/10/2011,25/10/2011,2457.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900175/2011,15/06/2011,484.0,11/07/2011,11/07/2011,948.0,10/08/2011,19/08/2011,1534.0,10/09/2011,14/09/2011,1972.0,15/10/2011,17/10/2011,2360.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700296/2011,15/06/2011,485.0,10/06/2011,15/06/2011,486.0,11/07/2011,09/07/2011,869.0,10/08/2011,06/08/2011,1216.0,10/09/2011,06/09/2011,1684.0,15/10/2011,01/10/2011,2115.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900176/2011,15/06/2011,487.0,11/07/2011,08/07/2011,763.0,10/08/2011,12/08/2011,1404.0,10/09/2011,09/09/2011,1769.0,15/10/2011,17/10/2011,2341.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900177/2011,15/06/2011,488.0,11/07/2011,06/07/2011,696.0,10/08/2011,12/08/2011,1408.0,10/09/2011,19/09/2011,2018.0,15/10/2011,14/10/2011,2234.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700280/2011,16/06/2011,490.0,10/06/2011,16/06/2011,491.0,11/07/2011,16/07/2011,1056.0,10/08/2011,30/07/2011,1118.0,10/09/2011,22/09/2011,2041.0,15/10/2011,15/10/2011,2315.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900178/2011,16/06/2011,492.0,11/07/2011,12/07/2011,963.0,10/08/2011,09/08/2011,1236.0,10/09/2011,15/09/2011,1973.0,15/10/2011,22/10/2011,2431.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900179/2011,16/06/2011,493.0,11/07/2011,12/07/2011,965.0,10/08/2011,18/08/2011,1517.0,10/09/2011,17/09/2011,2009.0,15/10/2011,22/10/2011,2430.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900180/2011,16/06/2011,494.0,11/07/2011,07/07/2011,749.0,10/08/2011,17/08/2011,1506.0,10/09/2011,09/09/2011,1792.0,15/10/2011,30/09/2011,2078.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900181/2011,16/06/2011,495.0,11/07/2011,08/07/2011,761.0,10/08/2011,12/08/2011,1406.0,10/09/2011,14/09/2011,1966.0,15/10/2011,17/10/2011,2345.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700322/2011,16/06/2011,496.0,10/06/2011,16/06/2011,497.0,11/07/2011,19/07/2011,1070.0,10/08/2011,16/08/2011,1474.0,10/09/2011,03/09/2011,1595.0,15/10/2011,01/10/2011,2090.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700270/2011,16/06/2011,498.0,10/06/2011,16/06/2011,499.0,11/07/2011,09/07/2011,870.0,10/08/2011,10/08/2011,1342.0,10/09/2011,14/09/2011,1969.0,15/10/2011,17/10/2011,2348.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2200011/2011,16/06/2011,500.0,10/06/2011,16/06/2011,501.0,11/07/2011,21/07/2011,1084.0,10/08/2011,30/07/2011,1117.0,10/09/2011,27/08/2011,1570.0,15/10/2011,01/10/2011,2103.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700358/2011,17/06/2011,508.0,10/06/2011,17/06/2011,509.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900182/2011,17/06/2011,510.0,11/07/2011,08/07/2011,817.0,10/08/2011,17/08/2011,1511.0,10/09/2011,12/09/2011,1933.0,15/10/2011,17/10/2011,2362.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900183/2011,18/06/2011,511.0,11/07/2011,07/07/2011,742.0,10/08/2011,16/08/2011,1485.0,10/09/2011,08/09/2011,1748.0,15/10/2011,03/11/2011,2476.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900184/2011,18/06/2011,512.0,11/07/2011,11/07/2011,911.0,10/08/2011,12/08/2011,1409.0,10/09/2011,12/09/2011,1911.0,15/10/2011,14/10/2011,2235.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900185/2011,18/06/2011,513.0,11/07/2011,07/07/2011,760.0,10/08/2011,09/08/2011,1311.0,10/09/2011,10/09/2011,1903.0,15/10/2011,18/10/2011,2392.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900186/2011,18/06/2011,514.0,11/07/2011,09/07/2011,904.0,10/08/2011,09/08/2011,1310.0,10/09/2011,10/09/2011,1904.0,15/10/2011,18/10/2011,2391.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900187/2011,18/06/2011,515.0,11/07/2011,11/07/2011,944.0,10/08/2011,17/08/2011,1504.0,10/09/2011,05/09/2011,1637.0,15/10/2011,28/09/2011,2058.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900188/2011,18/06/2011,516.0,11/07/2011,08/07/2011,801.0,10/08/2011,12/08/2011,1429.0,10/09/2011,16/09/2011,2001.0,15/10/2011,14/10/2011,2266.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900189/2011,18/06/2011,517.0,11/07/2011,08/07/2011,796.0,10/08/2011,12/08/2011,1434.0,10/09/2011,07/09/2011,1720.0,15/10/2011,01/10/2011,2123.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900190/2011,20/06/2011,518.0,11/07/2011,11/07/2011,912.0,10/08/2011,17/08/2011,1497.0,10/09/2011,09/09/2011,1768.0,15/10/2011,12/10/2011,2129.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900191/2011,20/06/2011,519.0,11/07/2011,08/07/2011,793.0,10/08/2011,05/08/2011,1190.0,10/09/2011,02/09/2011,1591.0,15/10/2011,17/10/2011,2361.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900192/2011,20/06/2011,520.0,11/07/2011,08/07/2011,792.0,10/08/2011,12/08/2011,1445.0,10/09/2011,16/09/2011,2003.0,15/10/2011,15/10/2011,2295.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900193/2011,20/06/2011,522.0,11/07/2011,11/07/2011,907.0,10/08/2011,10/08/2011,1316.0,10/09/2011,09/09/2011,1770.0,15/10/2011,14/10/2011,2232.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900194/2011,20/06/2011,523.0,11/07/2011,08/07/2011,762.0,10/08/2011,12/08/2011,1407.0,10/09/2011,05/09/2011,1612.0,15/10/2011,14/10/2011,2233.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900195/2011,20/06/2011,524.0,11/07/2011,20/06/2011,525.0,10/08/2011,09/08/2011,1303.0,10/09/2011,08/09/2011,1766.0,15/10/2011,20/10/2011,2423.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900196/2011,20/06/2011,526.0,11/07/2011,08/07/2011,812.0,10/08/2011,20/08/2011,1547.0,10/09/2011,01/09/2011,1584.0,15/10/2011,14/10/2011,2277.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900197/2011,21/06/2011,528.0,11/07/2011,08/07/2011,816.0,10/08/2011,03/08/2011,1149.0,10/09/2011,05/09/2011,1642.0,15/10/2011,30/09/2011,2082.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700364/2011,21/06/2011,529.0,10/06/2011,21/06/2011,530.0,11/07/2011,10/08/2011,1345.0,10/08/2011,02/09/2011,1587.0,10/09/2011,09/09/2011,1780.0,15/10/2011,14/10/2011,2251.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900198/2011,21/06/2011,531.0,11/07/2011,09/07/2011,823.0,10/08/2011,09/08/2011,1248.0,10/09/2011,13/09/2011,1937.0,15/10/2011,15/10/2011,2281.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900199/2011,21/06/2011,532.0,11/07/2011,02/07/2011,630.0,10/08/2011,04/08/2011,1160.0,10/09/2011,08/09/2011,1751.0,15/10/2011,15/10/2011,2308.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900200/2011,21/06/2011,533.0,11/07/2011,07/07/2011,743.0,10/08/2011,06/08/2011,1211.0,10/09/2011,08/09/2011,1744.0,15/10/2011,01/10/2011,2111.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900201/2011,21/06/2011,534.0,11/07/2011,11/07/2011,914.0,10/08/2011,11/08/2011,1388.0,10/09/2011,10/09/2011,1868.0,15/10/2011,15/10/2011,2307.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900202/2011,21/06/2011,535.0,11/07/2011,08/07/2011,800.0,10/08/2011,10/08/2011,1358.0,10/09/2011,09/09/2011,1802.0,15/10/2011,14/10/2011,2268.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
